"DATA_YEAR","ARRESTEE_ID","INCIDENT_ID","ARRESTEE_SEQ_NUM","ARREST_DATE","ARREST_TYPE_ID","MULTIPLE_INDICATOR","OFFENSE_TYPE_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_CODE","UNDER_18_DISPOSITION_CODE","CLEARANCE_IND","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2020,41624536,134692531,1,19-MAY-20,1,"N",16,5,34,"M",1,3,"R","","",34,0
2020,41622495,134693655,1,03-JUL-20,1,"N",48,5,25,"M",1,2,"R","","",25,0
2020,41622443,134689817,1,25-JUN-20,3,"C",27,5,63,"M",2,2,"R","","",63,0
2020,41622511,134690040,1,29-NOV-20,3,"N",51,5,25,"M",2,2,"R","","",25,0
2020,41624957,134693842,1,18-JUL-20,1,"N",49,5,37,"M",1,1,"R","","",37,0
2020,41622559,134693868,1,07-SEP-20,1,"N",27,5,42,"M",1,2,"R","","",42,0
2020,41625025,134694067,1,03-OCT-20,1,"N",10,5,20,"M",1,2,"R","","",20,0
2020,41622630,134690464,1,28-OCT-20,1,"N",52,5,19,"M",1,2,"R","","",19,0
2020,41623196,134698745,2,24-JAN-21,2,"N",23,5,53,"F",1,2,"R","","",53,0
2020,41623197,134698745,3,24-JAN-21,2,"N",23,5,20,"F",1,2,"R","","",20,0
2020,41625565,134698745,1,24-JAN-21,2,"N",23,5,36,"F",1,2,"R","","",36,0
2020,41625586,134698887,1,19-DEC-20,1,"N",21,5,18,"M",2,2,"R","","",18,0
2020,41621453,134684839,1,18-NOV-20,3,"C",51,5,53,"F",1,2,"","","",53,0
2020,41608816,134684839,2,18-NOV-20,3,"C",51,5,43,"M",1,2,"","","",43,0
2020,41621545,134685111,1,21-JAN-20,3,"C",39,5,28,"M",2,2,"","","",28,0
2020,41608906,134686480,1,19-NOV-20,2,"N",23,5,46,"F",1,,"U","","",46,0
2020,41608999,134685498,1,01-JUN-20,3,"C",23,5,35,"F",1,2,"","","",35,0
2020,41609129,134686013,1,15-JUL-20,1,"N",48,5,35,"F",1,2,"","","",35,0
2020,41608796,134684767,1,01-MAY-20,3,"C",51,5,17,"M",2,2,"","R","",17,0
2020,41609237,134687805,1,19-JUN-20,3,"C",44,5,48,"M",1,2,"","","",48,0
2020,41624522,134692464,1,05-DEC-20,3,"N",16,5,26,"F",1,2,"U","","",26,0
2020,41622416,134689747,1,26-MAY-20,1,"N",34,5,31,"M",1,2,"R","","",31,0
2020,41624926,134693749,1,12-JUL-20,1,"N",39,5,22,"M",1,2,"N","","",22,0
2020,41622542,134693776,1,17-AUG-20,1,"N",16,5,50,"M",1,2,"R","","",50,0
2020,41622760,134694545,1,15-AUG-20,1,"N",51,5,19,"M",1,1,"R","","",19,0
2020,41625394,134695786,1,17-OCT-20,1,"N",49,5,20,"M",2,2,"R","","",20,0
2020,41625444,134701158,2,14-JAN-21,3,"N",16,5,20,"F",1,,"R","","",20,0
2020,41623042,134701158,1,22-AUG-20,3,"N",16,5,20,"M",1,,"R","","",20,0
2020,41623264,134702883,1,31-DEC-20,3,"N",51,5,57,"M",1,2,"R","","",57,0
2020,41623413,134700018,1,23-APR-20,3,"C",29,5,30,"M",1,2,"U","","",30,0
2020,41624863,134693493,1,18-JUN-20,1,"N",16,5,24,"F",1,,"","","",24,0
2020,41622451,134693493,2,18-JUN-20,2,"N",48,5,41,"M",1,2,"R","","",41,0
2020,41622461,134693510,1,26-JUN-20,1,"N",48,5,30,"M",1,2,"R","","",30,0
2020,41624890,134689940,1,06-JUL-20,1,"N",16,5,45,"M",2,2,"N","","",45,0
2020,41622482,134693604,1,02-NOV-20,3,"N",16,5,48,"M",1,2,"R","","",48,0
2020,41622533,134690105,1,31-JUL-20,1,"N",44,5,34,"M",1,2,"","","",34,0
2020,41624947,134693809,1,27-JAN-21,3,"N",2,5,53,"M",1,2,"N","","",53,0
2020,41624948,134693809,2,27-JAN-21,3,"N",2,5,36,"F",1,2,"N","","",36,0
2020,41625852,134700201,1,04-DEC-20,3,"N",16,5,44,"M",1,,"R","","",44,0
2020,41623504,134700300,1,05-JAN-20,1,"N",23,5,21,"F",1,2,"R","","",21,0
2020,41625897,134703877,1,17-JUL-20,3,"N",23,5,64,"M",1,2,"U","","",64,0
2020,41625920,134700414,1,20-JUN-20,1,"N",27,5,59,"M",2,2,"R","","",59,0
2020,41625924,134703967,1,05-JUL-20,1,"N",51,5,57,"M",1,2,"R","","",57,0
2020,41625930,134703986,1,06-JUL-20,1,"N",48,5,20,"M",2,2,"R","","",20,0
2020,41623572,134703991,1,06-JUL-20,1,"N",51,5,33,"M",1,2,"R","","",33,0
2020,41625943,134704103,1,10-JUL-20,1,"N",27,5,43,"M",2,2,"R","","",43,0
2020,41625950,134704167,2,13-JUL-20,1,"N",7,5,36,"M",1,2,"R","","",36,0
2020,41625949,134704167,1,13-JUL-20,1,"N",7,5,35,"F",1,2,"R","","",35,0
2020,41623597,134704181,1,13-JUL-20,1,"N",39,5,18,"M",2,2,"R","","",18,0
2020,41623598,134704181,2,13-JUL-20,1,"N",28,5,17,"M",2,2,"R","R","",17,0
2020,41625954,134704192,1,14-JUL-20,1,"N",37,5,21,"F",4,2,"R","","",21,0
2020,41623600,134704198,1,14-JUL-20,1,"N",45,5,32,"M",2,2,"R","","",32,0
2020,41625957,134704207,1,14-JUL-20,1,"N",23,5,19,"F",2,2,"R","","",19,0
2020,41625959,134704224,1,16-JUL-20,1,"N",51,5,17,"F",1,2,"R","R","",17,0
2020,41625961,134704227,1,16-JUL-20,1,"N",10,5,27,"F",2,2,"R","","",27,0
2020,41625967,134704250,1,25-JAN-21,3,"N",51,5,20,"F",1,1,"R","","",20,0
2020,41625991,134704402,1,30-JAN-21,3,"N",48,5,40,"M",1,2,"R","","",40,0
2020,41625992,134704403,1,21-JAN-21,1,"N",47,5,28,"F",1,2,"R","","",28,0
2020,41625998,134704448,1,09-JAN-21,1,"N",14,5,32,"M",1,2,"R","","",32,0
2020,41625999,134704462,1,24-DEC-20,1,"N",44,5,43,"M",1,2,"R","","",43,0
2020,41621550,134685159,1,22-JAN-20,3,"C",45,5,38,"M",1,2,"","","",38,0
2020,41621596,134685376,1,15-JAN-20,1,"N",51,5,34,"M",1,2,"","","",34,0
2020,41621648,134685543,2,26-APR-20,2,"C",35,5,23,"F",1,2,"","","",23,0
2020,41609014,134685543,1,26-APR-20,2,"C",16,5,30,"M",1,2,"","","",30,0
2020,41621659,134685586,2,27-APR-20,3,"C",23,5,37,"M",1,2,"","","",37,0
2020,41621657,134685586,1,27-APR-20,3,"C",23,5,34,"F",1,2,"","","",34,0
2020,41609158,134686095,2,30-AUG-20,3,"C",16,5,25,"F",1,2,"","","",25,0
2020,41609156,134686095,1,30-AUG-20,3,"C",16,5,27,"M",1,1,"","","",27,0
2020,41621802,134686095,3,30-AUG-20,3,"C",35,5,47,"M",1,2,"","","",47,0
2020,41608870,134686410,1,02-OCT-20,2,"N",16,5,48,"F",1,,"","","",48,0
2020,41621521,134685085,1,14-JAN-20,3,"C",45,5,44,"F",2,2,"","","",44,0
2020,41608863,134685085,2,14-JAN-20,3,"C",45,5,30,"M",2,2,"","","",30,0
2020,41608925,134685210,1,10-DEC-20,1,"N",16,5,51,"F",1,2,"","","",51,0
2020,41609013,134685569,1,26-APR-20,3,"C",23,5,31,"M",1,2,"","","",31,0
2020,41621690,134687113,1,10-AUG-20,3,"C",23,5,60,"M",2,2,"","","",60,0
2020,41624575,134689071,1,07-FEB-20,1,"N",16,5,19,"M",2,2,"R","","",19,0
2020,41622206,134689174,1,26-FEB-20,3,"N",16,5,49,"F",1,2,"R","","",49,0
2020,41622531,134693761,1,05-AUG-20,1,"N",48,5,38,"F",1,2,"R","","",38,0
2020,41625017,134694027,1,06-OCT-20,1,"N",3,5,47,"M",1,1,"R","","",47,0
2020,41625047,134690492,1,29-MAY-20,1,"N",16,5,46,"M",1,2,"N","","",46,0
2020,41622646,134690498,1,30-DEC-20,3,"N",51,5,21,"M",2,2,"R","","",21,0
2020,41622654,134690523,1,03-JAN-21,3,"N",51,5,29,"M",2,2,"R","","",29,0
2020,41625090,134690654,1,19-JAN-21,3,"N",51,5,18,"M",1,2,"R","","",18,0
2020,41622928,134695291,1,28-DEC-20,1,"N",51,5,35,"F",1,2,"R","","",35,0
2020,41622998,134695789,1,20-OCT-20,3,"N",16,5,35,"M",1,2,"R","","",35,0
2020,41623126,134698183,1,21-JUL-20,3,"N",39,5,23,"M",1,,"N","","",23,0
2020,41623174,134698518,1,05-NOV-20,1,"N",49,5,45,"M",1,2,"R","","",45,0
2020,41623470,134700214,1,08-DEC-20,3,"N",16,5,50,"M",1,,"U","","",50,0
2020,41625896,134703875,1,04-FEB-20,1,"N",23,5,38,"M",1,2,"N","","",38,0
2020,41623514,134703882,1,09-FEB-20,1,"N",27,5,37,"M",2,2,"R","","",37,0
2020,41625919,134703913,1,23-JUL-20,3,"N",27,5,19,"M",2,2,"R","","",19,0
2020,41625926,134703971,1,05-JUL-20,2,"N",2,5,18,"F",2,2,"R","","",18,0
2020,41623574,134704003,1,06-JUL-20,1,"N",29,5,48,"M",2,2,"R","","",48,0
2020,41625931,134704007,1,07-JUL-20,1,"N",51,5,31,"F",2,2,"R","","",31,0
2020,41625932,134704020,1,07-JUL-20,1,"N",29,5,26,"M",2,2,"R","","",26,0
2020,41625940,134704086,1,09-JUL-20,1,"N",51,5,23,"M",1,1,"R","","",23,0
2020,41625941,134704089,1,09-JUL-20,1,"N",39,5,20,"M",2,2,"R","","",20,0
2020,41625944,134704125,1,10-JUL-20,1,"N",27,5,32,"M",1,2,"R","","",32,0
2020,41625984,134704389,1,23-JAN-21,1,"N",27,5,14,"M",2,2,"R","R","",14,0
2020,41625987,134704395,1,20-JAN-21,3,"N",56,5,58,"M",2,2,"R","","",58,0
2020,41625988,134704396,1,19-JAN-21,2,"N",36,5,16,"M",1,2,"R","R","",16,0
2020,41625989,134704397,1,11-JAN-21,1,"N",40,5,13,"M",2,2,"U","R","",13,0
2020,41625996,134704431,1,08-DEC-20,1,"N",49,5,46,"M",1,1,"R","","",46,0
2020,41625997,134704433,1,05-JAN-21,3,"N",43,5,26,"M",2,2,"R","","",26,0
2020,41623710,134704447,1,22-DEC-20,1,"N",21,5,35,"M",2,2,"U","","",35,0
2020,41626000,134704465,1,24-DEC-20,1,"N",23,5,37,"F",2,2,"U","","",37,0
2020,41626003,134704490,1,19-JAN-21,3,"N",43,5,28,"M",2,2,"R","","",28,0
2020,41621554,134685206,2,23-JAN-20,3,"C",45,5,29,"M",1,2,"","","",29,0
2020,41621552,134685206,1,23-JAN-20,3,"C",45,5,30,"F",1,2,"","","",30,0
2020,41608951,134686714,1,01-APR-20,2,"C",23,5,30,"F",2,2,"","","",30,0
2020,41621910,134691588,1,23-JUN-20,2,"C",51,5,62,"F",1,2,"","","",62,0
2020,41624674,134689278,1,06-MAR-20,1,"N",34,5,38,"M",1,2,"N","","",38,0
2020,41622731,134694442,1,09-DEC-20,2,"N",23,5,39,"M",1,2,"R","","",39,0
2020,41622743,134694511,1,30-DEC-20,1,"N",23,5,37,"F",1,2,"N","","",37,0
2020,41622491,134689968,1,14-NOV-20,3,"N",39,5,19,"M",2,2,"R","","",19,0
2020,41624894,134693620,1,12-NOV-20,3,"N",39,5,33,"M",2,2,"R","","",33,0
2020,41625102,134694336,2,09-DEC-20,1,"N",16,5,53,"F",1,2,"R","","",53,0
2020,41622710,134694336,1,09-DEC-20,1,"N",16,5,46,"M",1,2,"R","","",46,0
2020,41849167,135541307,1,22-APR-20,1,"N",16,5,22,"M",2,2,"R","","",22,0
2020,41884628,135542491,1,15-JUL-20,3,"N",16,5,36,"M",1,2,"U","","",36,0
2020,41885220,135544199,1,27-FEB-20,1,"N",16,5,46,"M",1,1,"N","","",46,0
2020,41885167,135547129,1,11-NOV-20,1,"N",16,5,25,"M",2,,"N","","",25,0
2020,41880837,135547155,1,05-JAN-21,3,"N",51,5,38,"M",1,,"R","","",38,0
2020,41885256,135547372,1,06-JUN-20,1,"N",16,5,33,"M",2,2,"N","","",33,0
2020,41885284,135544414,2,01-NOV-20,3,"N",28,5,43,"M",1,,"R","","",43,0
2020,41885341,135544596,1,02-JUN-20,2,"N",16,5,23,"M",1,2,"N","","",23,0
2020,41885343,135544596,2,02-JUN-20,2,"N",16,5,25,"M",1,2,"N","","",25,0
2020,41885360,135544626,1,18-NOV-20,2,"N",56,5,40,"M",1,,"R","","",40,0
2020,41881049,135544662,1,22-JAN-20,2,"N",16,5,40,"M",2,2,"N","","",40,0
2020,41881073,135544688,1,22-JAN-20,1,"N",16,5,19,"F",1,,"U","","",19,0
2020,41881142,135547962,1,22-NOV-20,1,"N",16,5,18,"M",1,2,"U","","",18,0
2020,41885469,135544876,1,29-JUL-20,3,"N",16,5,18,"F",2,2,"N","","",18,0
2020,41881236,135548195,1,16-DEC-20,3,"N",16,5,23,"M",1,2,"U","","",23,0
2020,41885532,135548273,1,29-OCT-20,3,"N",16,5,57,"M",1,2,"R","","",57,0
2020,41881277,135545128,1,26-FEB-20,3,"N",16,5,24,"M",1,2,"N","","",24,0
2020,41881487,135545483,1,25-JUL-20,1,"N",16,5,32,"M",1,,"U","","",32,0
2020,41881497,135545512,1,23-SEP-20,3,"C",16,5,31,"M",1,,"U","","",31,0
2020,41881536,135548850,2,10-DEC-20,1,"N",39,5,17,"M",1,2,"U","R","",17,0
2020,41881564,135548915,1,23-DEC-20,3,"N",16,5,37,"F",1,,"U","","",37,0
2020,41849411,135539616,1,29-MAY-20,3,"N",16,5,49,"M",2,2,"N","","",49,0
2020,41880076,135539755,1,10-JUN-20,3,"N",48,5,51,"M",1,1,"R","","",51,0
2020,41849128,135538829,1,03-DEC-20,1,"N",16,5,26,"M",1,2,"R","","",26,0
2020,41879762,135541290,1,26-DEC-20,3,"N",23,5,44,"M",2,2,"R","","",44,0
2020,41884610,135540283,1,19-DEC-20,1,"N",51,5,33,"M",2,2,"R","","",33,0
2020,41849351,135541777,1,12-MAY-20,3,"N",16,5,18,"M",1,1,"R","","",18,19
2020,41880110,135542113,1,20-DEC-20,2,"N",51,5,18,"M",2,2,"N","","",18,0
2020,41880277,135542509,1,24-AUG-20,2,"N",51,5,18,"M",1,,"R","","",18,0
2020,41880273,135540317,1,21-JUN-20,1,"N",16,5,25,"F",1,,"R","","",25,0
2020,41884856,135542989,2,07-JAN-21,3,"N",11,5,40,"M",1,2,"N","","",40,0
2020,41884855,135542989,1,07-JAN-21,3,"N",45,5,26,"F",1,2,"U","","",26,0
2020,41880509,135543032,1,09-NOV-20,2,"N",45,5,12,"M",1,2,"R","R","",12,0
2020,41884881,135543045,1,27-NOV-20,1,"N",44,5,32,"M",1,2,"R","","",32,0
2020,41884942,135543198,1,17-OCT-20,2,"N",37,5,25,"M",1,2,"R","","",25,0
2020,41880588,135546126,1,07-OCT-20,1,"N",51,5,19,"M",1,2,"R","","",19,0
2020,41885062,135546638,1,13-NOV-20,1,"N",51,5,26,"M",1,1,"N","","",26,0
2020,41885133,135547035,1,20-DEC-20,1,"N",16,5,32,"M",1,1,"U","","",32,0
2020,41880857,135544155,1,26-DEC-20,1,"N",16,5,51,"M",1,,"R","","",51,0
2020,41880909,135544307,1,23-DEC-20,3,"N",16,5,18,"M",1,1,"R","","",18,0
2020,41885282,135544415,1,26-OCT-20,3,"N",45,5,39,"M",1,2,"R","","",39,0
2020,41880981,135547692,1,31-DEC-20,1,"N",16,5,60,"M",1,3,"R","","",60,0
2020,41880995,135544563,1,10-DEC-20,2,"N",16,5,22,"F",1,2,"U","","",22,0
2020,41881016,135544595,1,04-DEC-20,1,"N",35,5,31,"F",1,2,"R","","",31,0
2020,41881037,135544637,1,12-MAY-20,2,"N",16,5,24,"M",1,,"U","","",24,0
2020,41881045,135544652,1,18-DEC-20,3,"N",35,5,54,"M",1,,"U","","",54,0
2020,41881060,135547819,1,20-AUG-20,2,"N",16,5,33,"M",1,2,"N","","",33,0
2020,41885456,135547997,1,21-OCT-20,2,"N",16,5,28,"M",1,,"N","","",28,0
2020,41885460,135544853,1,20-MAR-20,1,"N",16,5,54,"M",2,,"R","","",54,0
2020,41881184,135544859,1,13-JAN-20,2,"C",16,5,19,"M",1,,"U","","",19,0
2020,41885468,135544872,1,06-MAY-20,2,"N",16,5,20,"M",2,2,"N","","",20,0
2020,41881200,135544877,1,06-JUL-20,2,"N",16,5,41,"M",2,,"N","","",41,0
2020,41885482,135544917,1,14-SEP-20,2,"N",16,5,26,"M",4,,"N","","",26,0
2020,41885492,135544945,1,03-JAN-20,3,"N",16,5,49,"M",1,2,"U","","",49,0
2020,41885558,135548311,1,17-JAN-21,3,"N",39,5,49,"M",1,,"R","","",49,0
2020,41881324,135545193,1,20-DEC-20,3,"N",16,5,45,"M",1,2,"R","","",45,0
2020,41881336,135548353,1,23-FEB-20,3,"N",16,5,19,"M",1,2,"R","","",19,0
2020,41849482,135542079,1,17-JUN-20,3,"N",16,5,24,"M",1,1,"R","","",24,25
2020,41884537,135540102,2,04-JUN-20,3,"N",16,5,19,"F",1,2,"U","","",19,0
2020,41880125,135539909,1,04-DEC-20,1,"N",44,5,19,"M",2,2,"R","","",19,0
2020,41880145,135539970,1,10-JUN-20,1,"N",16,5,43,"M",1,,"U","","",43,0
2020,41880207,135542349,1,13-AUG-20,2,"N",47,5,12,"M",1,2,"R","R","",12,0
2020,41884559,135542371,1,29-MAY-20,1,"N",16,5,47,"M",1,,"R","","",47,0
2020,41884631,135542530,1,27-APR-20,1,"N",16,5,58,"M",2,,"R","","",58,0
2020,41884755,135542804,1,19-DEC-20,3,"N",16,5,53,"M",2,2,"R","","",53,0
2020,41884823,135542917,1,13-SEP-20,1,"N",51,5,44,"F",1,2,"R","","",44,0
2020,41880795,135544032,1,24-DEC-20,1,"N",45,5,20,"M",2,,"N","","",20,0
2020,41879740,135541215,1,10-DEC-20,3,"C",27,5,47,"M",1,2,"R","","",47,0
2020,41849194,135541356,1,14-JUN-20,1,"N",44,5,47,"M",1,2,"N","","",47,0
2020,41849294,135541641,1,07-JUL-20,1,"N",51,5,35,"M",1,2,"R","","",35,0
2020,41849300,135541663,1,07-JUL-20,2,"N",8,5,29,"M",1,2,"N","","",29,0
2020,41880130,135542167,1,30-JUN-20,3,"N",51,5,45,"M",2,2,"R","","",45,46
2020,41880415,135542869,1,10-SEP-20,2,"N",45,5,39,"M",1,2,"R","","",39,0
2020,41884586,135540216,1,26-MAR-20,3,"N",23,5,30,"F",1,,"R","","",30,0
2020,41884786,135542869,2,10-SEP-20,2,"N",45,5,67,"M",1,2,"R","","",67,0
2020,41884660,135540397,1,24-AUG-20,1,"N",47,5,12,"M",1,2,"R","R","",12,0
2020,41884661,135540397,2,24-AUG-20,1,"N",47,5,9,"M",1,2,"R","R","",9,0
2020,41884673,135542607,1,24-DEC-20,1,"N",51,5,46,"M",1,2,"R","","",46,0
2020,41884681,135542642,1,26-DEC-20,1,"N",48,5,36,"M",2,2,"N","","",36,0
2020,41884851,135540790,1,08-FEB-21,3,"N",16,5,47,"M",1,2,"R","","",47,0
2020,41880408,135540635,1,30-DEC-20,3,"N",44,5,24,"M",1,2,"R","","",24,0
2020,41880466,135540762,1,28-SEP-20,2,"N",16,5,14,"F",1,2,"R","R","",14,0
2020,41880526,135540891,1,29-DEC-20,1,"N",16,5,48,"M",1,2,"R","","",48,0
2020,41884937,135543188,1,02-OCT-20,1,"C",11,5,40,"M",1,2,"N","","",40,0
2020,41885118,135543913,1,13-DEC-20,1,"N",51,5,28,"M",2,2,"R","","",28,0
2020,41849140,135538896,2,13-JAN-21,1,"N",21,5,20,"M",2,,"N","","",20,0
2020,41849139,135538896,1,08-JAN-21,3,"N",45,5,15,"F",1,2,"R","R","",15,0
2020,41880547,135543117,1,28-AUG-20,2,"N",23,5,26,"M",1,2,"N","","",26,0
2020,41880555,135540948,1,08-OCT-20,2,"N",40,5,25,"M",2,2,"N","","",25,0
2020,41880612,135543345,1,18-OCT-20,1,"N",16,5,18,"M",2,2,"R","","",18,0
2020,41880617,135546260,1,19-OCT-20,1,"N",51,5,28,"M",1,2,"R","","",28,0
2020,41608927,134686577,2,27-MAY-20,3,"C",16,5,36,"M",1,2,"","","",36,0
2020,41621572,134686577,1,27-MAY-20,3,"C",16,5,62,"M",1,2,"","","",62,0
2020,41621622,134686819,1,01-JUN-20,2,"C",39,5,43,"F",1,2,"","","",43,0
2020,41621681,134685723,1,30-JUN-20,2,"N",47,5,27,"F",2,2,"R","","",27,0
2020,41609095,134685887,1,17-AUG-20,3,"N",23,5,41,"M",1,2,"","","",41,0
2020,41609205,134691310,1,16-NOV-20,2,"N",16,5,17,"M",1,2,"R","R","",17,0
2020,41622198,134689149,1,08-FEB-20,3,"N",48,5,39,"M",2,2,"","","",39,0
2020,41622225,134692799,1,22-FEB-20,2,"N",16,5,24,"F",2,2,"R","","",24,0
2020,41621401,134684443,1,26-NOV-20,1,"N",21,5,29,"M",1,2,"R","","",29,0
2020,41608876,134685060,1,21-MAY-20,3,"N",16,5,24,"F",2,2,"","","",24,0
2020,41608941,134685288,2,30-JAN-20,3,"C",45,5,33,"M",1,2,"","","",33,0
2020,41621581,134685288,3,30-JAN-20,3,"C",45,5,36,"M",1,2,"","","",36,0
2020,41608943,134685288,1,30-JAN-20,2,"C",45,5,27,"F",1,2,"","","",27,0
2020,41608749,134684615,1,11-DEC-20,1,"N",40,5,15,"M",2,2,"","R","",15,0
2020,41608750,134684615,2,11-DEC-20,1,"N",40,5,17,"M",2,,"","R","",17,0
2020,41608779,134684687,1,02-MAY-20,3,"C",51,5,23,"M",2,2,"","","",23,0
2020,41608774,134684710,1,14-MAY-20,2,"C",23,5,16,"F",2,2,"","R","",16,0
2020,41608791,134684744,1,03-JUL-20,3,"N",10,5,25,"M",1,1,"","","",25,0
2020,41621578,134685252,1,30-JAN-20,2,"C",45,5,42,"M",1,2,"","","",42,0
2020,41609036,134685688,1,04-AUG-20,3,"N",23,5,30,"M",1,2,"","","",30,0
2020,41609083,134687168,1,01-JAN-21,1,"N",51,5,52,"M",2,2,"R","","",52,0
2020,41609296,134688093,1,26-JUN-20,2,"C",16,5,54,"M",1,2,"","","",54,0
2020,41621940,134688141,1,29-JUN-20,3,"C",21,5,28,"F",1,2,"","","",28,0
2020,41624547,134688984,1,07-SEP-20,2,"C",45,5,42,"M",1,2,"","","",42,0
2020,41624881,134689923,1,05-JUL-20,1,"N",16,5,22,"M",2,1,"R","","",22,0
2020,41622556,134693861,1,04-SEP-20,1,"N",27,5,28,"M",1,2,"R","","",28,0
2020,41625016,134694025,1,28-JUL-20,1,"N",27,5,29,"M",2,2,"R","","",29,0
2020,41622650,134690505,1,31-DEC-20,2,"N",39,5,22,"M",1,2,"R","","",22,0
2020,41623112,134701656,1,21-NOV-20,1,"N",45,5,16,"M",2,2,"N","R","",16,0
2020,41623177,134698561,1,20-NOV-20,1,"N",45,5,29,"M",1,2,"R","","",29,0
2020,41623199,134702271,1,11-DEC-20,1,"N",40,5,18,"M",2,2,"N","","",18,0
2020,41625712,134699764,1,29-NOV-20,1,"N",39,5,41,"M",2,2,"N","","",41,0
2020,41625721,134699794,1,28-DEC-20,1,"N",51,5,19,"M",2,,"U","","",19,0
2020,41625745,134703456,1,22-JUN-20,1,"N",16,5,24,"M",1,,"U","","",24,0
2020,41623471,134700210,1,05-DEC-20,3,"C",51,5,52,"M",1,,"R","","",52,0
2020,41625861,134703809,1,09-DEC-20,2,"N",16,5,31,"M",2,,"N","","",31,0
2020,41621857,134691377,2,17-JUN-20,3,"C",35,5,41,"M",1,2,"","","",41,0
2020,41609213,134691377,1,17-JUN-20,3,"C",16,5,33,"F",1,2,"","","",33,0
2020,41621955,134691832,1,12-OCT-20,3,"N",2,5,39,"F",1,2,"U","","",39,0
2020,41621999,134692022,1,15-JUL-20,2,"N",16,5,42,"F",1,2,"U","","",42,0
2020,41609378,134692022,2,15-JUL-20,2,"N",16,5,34,"M",1,2,"U","","",34,0
2020,41625284,134696560,1,01-DEC-20,2,"N",16,5,25,"F",1,2,"R","","",25,0
2020,41622927,134695286,1,26-DEC-20,1,"N",16,5,28,"M",1,2,"N","","",28,0
2020,41625416,134695881,1,30-OCT-20,3,"N",16,5,35,"M",2,2,"R","","",35,0
2020,41623012,134695881,2,30-OCT-20,3,"N",16,5,38,"M",1,2,"N","","",38,0
2020,41623299,134703058,1,11-NOV-20,1,"N",51,5,22,"M",2,2,"R","","",22,0
2020,41623313,134699564,1,01-DEC-20,1,"N",35,5,21,"M",1,,"U","","",21,0
2020,41625698,134703310,1,07-DEC-20,1,"N",16,5,37,"M",1,2,"N","","",37,0
2020,41625699,134703310,2,07-DEC-20,1,"N",16,5,32,"M",1,2,"N","","",32,0
2020,41625728,134703411,1,08-DEC-20,1,"N",16,5,40,"M",1,2,"R","","",40,0
2020,41623371,134703411,2,08-DEC-20,1,"N",16,5,31,"F",1,2,"R","","",31,0
2020,41623387,134703436,2,09-DEC-20,2,"N",35,5,46,"F",1,,"R","","",46,0
2020,41623389,134703436,1,10-DEC-20,2,"N",35,5,31,"M",1,,"U","","",31,0
2020,41623417,134700022,2,11-DEC-20,2,"N",35,5,22,"M",1,,"U","","",22,0
2020,41625796,134700022,1,11-DEC-20,2,"N",35,5,22,"M",1,,"U","","",22,0
2020,41623421,134703626,1,28-OCT-20,2,"N",51,5,16,"M",1,,"U","R","",16,0
2020,41625033,134694080,1,31-JUL-20,1,"N",16,5,36,"M",1,2,"R","","",36,0
2020,41622625,134694080,2,31-JUL-20,1,"N",16,5,30,"F",1,2,"R","","",30,0
2020,41625061,134690527,1,06-JAN-21,3,"N",5,5,34,"F",2,2,"R","","",34,0
2020,41622708,134694312,1,01-DEC-20,1,"N",48,5,31,"M",2,2,"R","","",31,0
2020,41622744,134690827,1,31-DEC-20,3,"N",51,5,25,"F",1,2,"R","","",25,0
2020,41622746,134690827,2,31-DEC-20,3,"N",51,5,28,"M",1,2,"R","","",28,0
2020,41625237,134696208,1,28-AUG-20,1,"N",27,5,33,"F",2,2,"N","","",33,0
2020,41622835,134696217,1,29-AUG-20,1,"N",44,5,38,"M",2,2,"R","","",38,0
2020,41622918,134695231,1,15-DEC-20,1,"N",51,5,37,"M",1,2,"R","","",37,0
2020,41625299,134696670,1,13-SEP-20,1,"N",27,5,23,"M",1,1,"N","","",23,0
2020,41622971,134696989,2,08-OCT-20,1,"N",39,5,25,"M",2,2,"N","","",25,0
2020,41625352,134696989,1,08-OCT-20,1,"N",48,5,19,"M",2,2,"N","","",19,0
2020,41625417,134695908,1,31-OCT-20,3,"N",45,5,44,"M",1,2,"R","","",44,0
2020,41623060,134701309,1,06-MAR-20,3,"N",49,5,40,"M",1,2,"R","","",40,0
2020,41623128,134701777,1,27-NOV-20,1,"N",51,5,16,"M",1,2,"R","R","",16,0
2020,41625513,134701835,1,30-NOV-20,1,"N",35,5,52,"M",1,2,"R","","",52,0
2020,41623163,134701952,1,24-JAN-21,2,"N",45,5,18,"M",2,2,"N","","",18,0
2020,41623231,134702634,1,24-DEC-20,3,"N",44,5,42,"F",1,2,"R","","",42,0
2020,41609364,134691912,1,15-DEC-20,1,"N",16,5,33,"M",1,1,"N","","",33,0
2020,41609428,134688556,1,04-SEP-20,2,"C",45,5,31,"M",1,2,"","","",31,0
2020,41622060,134692242,1,26-JUL-20,3,"C",51,5,46,"F",1,2,"","","",46,0
2020,41622071,134692272,1,28-JUL-20,3,"C",27,5,39,"F",2,2,"","","",39,0
2020,41609502,134692405,1,11-AUG-20,3,"N",51,5,24,"M",1,2,"","","",24,0
